STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2012,,3806,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2013,,3905,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2014,,3989,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2015,,4121,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2016,,4320,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2017,,4329,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2018,,4349,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2019,,4353,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2020,,3110,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2021,,3020,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2022,,2698,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,EL,Greece,2023,,2704,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2008,,4439,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2009,,4536,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2010,,4689,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2011,,4890,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2012,,5036,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2013,,5219,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2014,,5352,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2015,,5366,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2016,,5367,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2017,,2969,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2018,,3010,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2019,,2929,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2020,,2875,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2021,,2917,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2022,,2918,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,ES,Spain,2023,,2961,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2008,,921,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2009,,940,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2010,,967,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2011,,969,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2012,,974,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2013,,986,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2014,,988,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2015,,991,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2016,,1068,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2017,,1045,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2018,,1081,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2019,,1087,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2020,,1113,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2021,,1030,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2022,,1026,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FI,Finland,2023,,1055,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2008,,5886,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2009,,5931,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2010,,5932,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2011,,5863,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2012,,5858,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2013,,5807,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2014,,5669,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2015,,5720,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2017,,7066,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2018,,7277,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2019,,7427,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2020,,7535,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2021,,7743,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2022,,7680,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,FR,France,2023,,7863,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2008,,1883,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2009,,1886,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2010,,1887,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2011,,1924,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2012,,1932,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2013,,1912,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2014,,1903,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2015,,1879,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2016,,1830,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2017,,1788,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2018,,1752,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2019,,1712,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2020,,1675,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2021,,1680,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2022,,1652,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HR,Croatia,2023,,1666,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2008,,2824,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2009,,2919,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2010,,2918,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2011,,2889,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2012,,2783,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2013,,2830,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2014,,2839,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2015,,2840,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2017,,2862,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2018,,2933,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2019,,2926,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2020,,2829,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2021,,2745,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2022,,2693,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,HU,Hungary,2023,,2692,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2010,,147,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2011,,139,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2012,,144,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2013,,148,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2014,,161,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2015,,161,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2018,,160,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2019,,167,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2020,,167,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2021,,170,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2022,,177,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IE,Ireland,2023,,193,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2013,,43,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2014,,47,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2015,,47,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2016,,42,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2017,,51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2018,,65,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2019,,65,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2020,,64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2021,,63,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2022,,64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IS,Iceland,2023,,64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2010,,6654,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2012,,6347,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2013,,6783,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2014,,6939,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2015,,6496,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2016,,6368,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2017,,6508,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2018,,6634,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2019,,6737,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2020,,10353,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2021,,10219,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,NR,Number,IT,Italy,2022,,10265,,,,,
